transaction_id,sender_id,receiver_id,amount,timestamp
TX_0009123,ACC_75706,ACC_35140,257.8,2026-02-05 13:53:00
TX_0002680,ACC_53812,ACC_59342,2140.94,2026-02-02 03:56:00
TX_0000364,ACC_16390,ACC_16944,749.16,2026-02-04 18:53:00
TX_0003883,ACC_69401,ACC_67816,659.31,2026-02-13 08:25:00
TX_0003507,ACC_78493,ACC_91172,824.46,2026-02-07 14:13:00
TX_0002106,ACC_29657,ACC_53389,4074.95,2026-02-13 02:05:00
TX_0000472,ACC_25635,ACC_78460,398.55,2026-02-05 04:59:00
TX_0008417,ACC_87073,ACC_98966,260.29,2026-02-12 03:53:00
TX_0008045,ACC_27360,ACC_17958,192.0,2026-02-14 06:46:00
TX_0004533,ACC_31513,ACC_95296,4055.45,2026-02-18 18:40:00
TX_0001137,ACC_41351,ACC_14131,428.17,2026-02-02 20:30:00
TX_0005978,ACC_61108,ACC_23178,2062.36,2026-02-02 22:39:00
TX_0004182,ACC_81275,ACC_32802,1030.62,2026-02-01 22:35:00
TX_0007490,ACC_92099,ACC_51211,5049.69,2026-02-01 01:28:00
TX_0007778,ACC_22894,ACC_90396,212.49,2026-02-20 10:26:00
TX_0006328,ACC_27774,ACC_28868,4648.32,2026-02-19 03:41:00
TX_0001764,ACC_36546,ACC_57729,3543.42,2026-02-12 23:42:00
TX_0002641,ACC_81094,ACC_20870,4934.25,2026-02-13 22:46:00
TX_0008065,ACC_72050,ACC_17958,133.44,2026-02-04 10:43:00
TX_0001461,ACC_60758,ACC_44063,1404.88,2026-02-14 09:41:00
TX_0009926,ACC_15982,ACC_39415,3463.5,2026-02-14 08:20:00
TX_0009493,ACC_58725,ACC_90088,8649.04,2026-02-15 06:05:00
TX_0001691,ACC_50309,ACC_89577,4520.47,2026-02-21 20:12:00
TX_0003466,ACC_18466,ACC_64333,1985.46,2026-02-04 01:16:00
TX_0003643,ACC_16846,ACC_42452,4770.88,2026-02-19 21:53:00
TX_0006700,ACC_36851,ACC_12370,3159.13,2026-02-15 13:05:00
TX_0008348,ACC_70897,ACC_11970,161.11,2026-02-11 10:58:00
TX_0009703,ACC_97978,ACC_97511,4457.56,2026-02-19 02:26:00
TX_0006277,ACC_73358,ACC_77187,2387.78,2026-02-12 19:30:00
TX_0005887,ACC_27998,ACC_30171,3837.48,2026-02-09 22:48:00
TX_0001035,ACC_76186,ACC_59493,3214.23,2026-02-18 22:37:00
TX_0008739,ACC_83919,ACC_17845,38.48,2026-02-15 07:35:00
TX_0005179,ACC_91844,ACC_17300,4172.89,2026-02-16 20:53:00
TX_0005891,ACC_80196,ACC_11376,4983.16,2026-02-10 10:28:00
TX_0000241,ACC_58577,ACC_98736,3970.64,2026-02-16 08:41:00
TX_0006150,ACC_86960,ACC_60880,2552.69,2026-02-05 02:09:00
TX_0006742,ACC_77816,ACC_41351,685.53,2026-02-11 04:04:00
TX_0000883,ACC_76191,ACC_99290,888.4,2026-02-04 13:51:00
TX_0001224,ACC_52335,ACC_61792,2613.73,2026-02-16 14:28:00
TX_0004132,ACC_96656,ACC_38271,4673.49,2026-02-11 02:12:00
TX_0003843,ACC_59493,ACC_10208,3498.94,2026-02-09 12:32:00
TX_0002199,ACC_97426,ACC_32014,3459.04,2026-02-21 05:05:00
TX_0006611,ACC_46428,ACC_86869,4641.01,2026-02-01 18:32:00
TX_0007994,ACC_64525,ACC_79680,135.09,2026-02-19 07:10:00
TX_0007631,ACC_66307,ACC_10208,6319.33,2026-02-15 00:47:00
TX_0003761,ACC_93182,ACC_25794,2866.07,2026-02-10 13:14:00
TX_0006908,ACC_55381,ACC_35245,2116.49,2026-02-11 13:10:00
TX_0009042,ACC_28062,ACC_71781,204.83,2026-02-20 01:47:00
TX_0000067,ACC_34701,ACC_80464,606.52,2026-02-11 16:32:00
TX_0003390,ACC_52148,ACC_32148,2688.3,2026-02-19 07:37:00
TX_0002090,ACC_41819,ACC_71534,1298.3,2026-02-15 14:28:00
TX_0009714,ACC_98825,ACC_59540,3734.66,2026-02-18 00:29:00
TX_0009195,ACC_65593,ACC_42369,165.4,2026-02-10 16:56:00
TX_0008099,ACC_13163,ACC_72421,70.04,2026-02-21 02:41:00
TX_0004458,ACC_38805,ACC_49787,4132.84,2026-02-12 22:03:00
TX_0008749,ACC_82252,ACC_21366,87.97,2026-02-15 13:16:00
TX_0007898,ACC_74342,ACC_95282,81.3,2026-02-12 16:12:00
TX_0004675,ACC_65885,ACC_20327,120.44,2026-02-03 23:35:00
TX_0003745,ACC_66803,ACC_49517,967.58,2026-02-17 09:29:00
TX_0008938,ACC_49618,ACC_94421,278.73,2026-02-12 11:13:00
TX_0004887,ACC_33577,ACC_53812,2226.49,2026-02-04 21:34:00
TX_0006264,ACC_56447,ACC_83547,2510.53,2026-02-03 08:35:00
TX_0001966,ACC_94248,ACC_71843,2131.77,2026-02-17 16:12:00
TX_0008097,ACC_76026,ACC_72421,281.37,2026-02-20 06:14:00
TX_0009841,ACC_26279,ACC_35388,3709.48,2026-02-13 20:31:00
TX_0004562,ACC_74724,ACC_56764,565.78,2026-02-08 12:36:00
TX_0005172,ACC_96542,ACC_34844,1131.27,2026-02-15 18:35:00
TX_0008639,ACC_49265,ACC_83206,82.14,2026-02-07 14:23:00
TX_0006587,ACC_77852,ACC_91758,2663.57,2026-02-01 12:17:00
TX_0002024,ACC_39148,ACC_50789,126.58,2026-02-02 17:02:00
TX_0006376,ACC_80149,ACC_43670,1687.46,2026-02-03 00:44:00
TX_0003910,ACC_30100,ACC_21235,1680.81,2026-02-13 18:39:00
TX_0006314,ACC_21969,ACC_32792,517.34,2026-02-09 09:43:00
TX_0009807,ACC_73913,ACC_91701,1636.55,2026-02-07 23:49:00
TX_0007269,ACC_64029,ACC_21341,6634.43,2026-02-15 00:39:00
TX_0006787,ACC_39701,ACC_63203,2905.68,2026-02-05 17:12:00
TX_0006894,ACC_29940,ACC_74262,3757.24,2026-02-20 17:02:00
TX_0004426,ACC_72606,ACC_94945,3592.16,2026-02-11 09:25:00
TX_0008145,ACC_87156,ACC_38648,30.53,2026-02-03 12:53:00
TX_0006495,ACC_87348,ACC_58782,1245.6,2026-02-03 05:01:00
TX_0002569,ACC_64318,ACC_98223,50.05,2026-02-12 06:37:00
TX_0008657,ACC_65662,ACC_10033,55.56,2026-02-21 15:29:00
TX_0000474,ACC_56033,ACC_82189,3905.75,2026-02-21 04:07:00
TX_0005276,ACC_85624,ACC_16749,727.21,2026-02-01 02:45:00
TX_0009016,ACC_16316,ACC_41966,147.17,2026-02-05 03:10:00
TX_0005971,ACC_77426,ACC_76191,3535.2,2026-02-12 00:29:00
TX_0004421,ACC_67300,ACC_57579,1003.66,2026-02-02 16:26:00
TX_0007133,ACC_82909,ACC_95039,3496.35,2026-02-15 00:11:00
TX_0009371,ACC_60734,ACC_74315,106434.66,2026-02-07 15:39:00
TX_0002812,ACC_43035,ACC_41351,912.43,2026-02-12 13:11:00
TX_0003709,ACC_21091,ACC_17982,1299.38,2026-02-18 02:18:00
TX_0008131,ACC_44280,ACC_38648,119.86,2026-02-02 19:13:00
TX_0006390,ACC_35117,ACC_32739,4083.75,2026-02-16 03:08:00
TX_0004030,ACC_70742,ACC_36548,1763.1,2026-02-10 10:24:00
TX_0004989,ACC_53145,ACC_33339,268.33,2026-02-08 02:50:00
TX_0005271,ACC_51075,ACC_43988,4978.94,2026-02-15 17:26:00
TX_0003219,ACC_77772,ACC_62778,4935.74,2026-02-14 11:57:00
TX_0001004,ACC_91026,ACC_51741,2179.32,2026-02-06 01:25:00
TX_0002247,ACC_17697,ACC_20249,3343.11,2026-02-13 16:48:00
TX_0003490,ACC_61624,ACC_47569,2460.74,2026-02-15 23:22:00
TX_0007201,ACC_81739,ACC_81300,4854.11,2026-02-15 00:59:00
TX_0004542,ACC_42652,ACC_78493,3777.35,2026-02-13 18:54:00
TX_0000856,ACC_15766,ACC_74735,1004.04,2026-02-15 17:11:00
TX_0000310,ACC_50544,ACC_78217,860.31,2026-02-16 15:42:00
TX_0000663,ACC_12364,ACC_23916,358.36,2026-02-05 15:30:00
TX_0003615,ACC_49911,ACC_28751,4350.6,2026-02-15 21:33:00
TX_0003536,ACC_78297,ACC_87329,2680.62,2026-02-21 05:24:00
TX_0002672,ACC_74231,ACC_93267,1150.16,2026-02-02 10:14:00
TX_0006594,ACC_83472,ACC_36783,1309.24,2026-02-14 00:19:00
TX_0008431,ACC_67401,ACC_26772,211.35,2026-02-13 13:17:00
TX_0003134,ACC_99024,ACC_25710,3936.73,2026-02-02 05:39:00
TX_0009036,ACC_42041,ACC_71781,60.22,2026-02-16 01:03:00
TX_0007248,ACC_64029,ACC_92500,6618.16,2026-02-15 00:18:00
TX_0001061,ACC_11171,ACC_80766,262.29,2026-02-19 13:42:00
TX_0006215,ACC_26855,ACC_15008,2698.22,2026-02-05 00:09:00
TX_0008380,ACC_35628,ACC_11970,17.87,2026-02-14 05:09:00
TX_0004569,ACC_50311,ACC_82654,3292.6,2026-02-14 21:31:00
TX_0009799,ACC_82514,ACC_94493,693.63,2026-02-20 10:55:00
TX_0001774,ACC_77772,ACC_35865,1597.07,2026-02-17 13:59:00
TX_0009161,ACC_75020,ACC_56401,101.38,2026-02-03 09:30:00
TX_0001036,ACC_10766,ACC_96632,1850.63,2026-02-06 09:15:00
TX_0000462,ACC_45533,ACC_18222,1322.69,2026-02-08 18:45:00
TX_0000592,ACC_17567,ACC_91428,3510.17,2026-02-15 15:31:00
TX_0001172,ACC_67667,ACC_60564,4315.76,2026-02-07 01:48:00
TX_0003397,ACC_85328,ACC_83213,2711.46,2026-02-02 00:35:00
TX_0004328,ACC_24701,ACC_22460,2144.39,2026-02-07 16:16:00
TX_0001256,ACC_94493,ACC_60811,1002.51,2026-02-07 05:02:00
TX_0001626,ACC_17338,ACC_78512,3339.14,2026-02-14 23:47:00
TX_0008317,ACC_77816,ACC_11970,226.38,2026-02-09 17:20:00
TX_0001024,ACC_20654,ACC_35898,4856.51,2026-02-11 21:33:00
TX_0007226,ACC_81739,ACC_85158,5934.11,2026-02-15 00:48:00
TX_0008961,ACC_22317,ACC_94421,147.96,2026-02-03 13:05:00
TX_0002438,ACC_22504,ACC_32727,2483.98,2026-02-12 15:38:00
TX_0003938,ACC_24706,ACC_20552,1292.08,2026-02-02 12:04:00
TX_0001209,ACC_87594,ACC_46827,3022.42,2026-02-04 13:39:00
TX_0004517,ACC_24354,ACC_29209,2681.79,2026-02-15 02:14:00
TX_0006690,ACC_60039,ACC_28783,4986.04,2026-02-11 21:12:00
TX_0005993,ACC_62189,ACC_95296,2540.08,2026-02-15 06:00:00
TX_0004505,ACC_46816,ACC_48463,133.54,2026-02-21 05:58:00
TX_0004393,ACC_40418,ACC_25652,4594.66,2026-02-17 09:18:00
TX_0001080,ACC_17678,ACC_87676,449.88,2026-02-01 00:52:00
TX_0006796,ACC_93144,ACC_68672,4387.24,2026-02-11 08:28:00
TX_0000395,ACC_58835,ACC_45373,2374.47,2026-02-01 15:39:00
TX_0005090,ACC_48842,ACC_97176,3930.37,2026-02-01 04:53:00
TX_0006247,ACC_45182,ACC_60801,2239.11,2026-02-17 15:25:00
TX_0002970,ACC_47081,ACC_20293,952.47,2026-02-19 20:18:00
TX_0009496,ACC_58725,ACC_89531,8196.1,2026-02-15 06:20:00
TX_0004701,ACC_70776,ACC_58479,3682.46,2026-02-04 04:50:00
TX_0008730,ACC_55087,ACC_17845,38.0,2026-02-07 02:06:00
TX_0001758,ACC_57622,ACC_31924,3283.15,2026-02-18 21:28:00
TX_0001815,ACC_85781,ACC_16210,477.65,2026-02-11 01:43:00
TX_0002996,ACC_64944,ACC_19887,4438.82,2026-02-07 19:29:00
TX_0007414,ACC_38179,ACC_58835,3428.68,2026-02-15 00:10:00
TX_0007871,ACC_78861,ACC_95282,291.4,2026-02-11 22:58:00
TX_0003742,ACC_28796,ACC_41644,4190.71,2026-02-03 11:35:00
TX_0002440,ACC_35629,ACC_56447,1689.69,2026-02-14 05:14:00
TX_0009810,ACC_32445,ACC_28548,507.71,2026-02-17 18:48:00
TX_0007147,ACC_82909,ACC_56629,5910.35,2026-02-15 00:47:00
TX_0006252,ACC_44009,ACC_77604,142.1,2026-02-04 15:29:00
TX_0001818,ACC_12368,ACC_34869,2414.44,2026-02-07 17:50:00
TX_0006848,ACC_33470,ACC_16316,4633.75,2026-02-08 05:55:00
TX_0004946,ACC_69543,ACC_99041,2336.78,2026-02-03 15:11:00
TX_0001808,ACC_76223,ACC_55771,4242.74,2026-02-02 08:07:00
TX_0000965,ACC_86939,ACC_34349,2928.37,2026-02-04 21:48:00
TX_0005302,ACC_51146,ACC_36398,1803.37,2026-02-20 11:54:00
TX_0005676,ACC_83472,ACC_70619,1168.47,2026-02-09 23:12:00
TX_0008787,ACC_83547,ACC_32321,84.55,2026-02-02 01:10:00
TX_0000639,ACC_83948,ACC_38271,2116.44,2026-02-15 22:20:00
TX_0004103,ACC_58144,ACC_79911,3139.5,2026-02-02 11:19:00
TX_0006002,ACC_88987,ACC_79516,1381.55,2026-02-04 02:33:00
TX_0004237,ACC_12422,ACC_26746,2708.0,2026-02-16 04:43:00
TX_0000999,ACC_46588,ACC_16558,3781.89,2026-02-13 06:11:00
TX_0001741,ACC_92910,ACC_26244,2791.03,2026-02-21 05:22:00
TX_0006144,ACC_65540,ACC_30411,1420.18,2026-02-03 23:59:00
TX_0001921,ACC_21542,ACC_43521,926.4,2026-02-19 16:17:00
TX_0008434,ACC_38656,ACC_26772,91.55,2026-02-02 12:42:00
TX_0004139,ACC_14107,ACC_81282,285.22,2026-02-19 10:32:00
TX_0002605,ACC_48570,ACC_24492,475.19,2026-02-12 19:25:00
TX_0003114,ACC_22543,ACC_80813,1541.2,2026-02-18 00:14:00
TX_0005756,ACC_23179,ACC_88941,4659.82,2026-02-10 14:54:00
TX_0002136,ACC_54730,ACC_98979,831.74,2026-02-20 14:36:00
TX_0002957,ACC_46243,ACC_54103,1948.9,2026-02-10 23:31:00
TX_0000885,ACC_66553,ACC_49929,3569.29,2026-02-11 05:54:00
TX_0006477,ACC_99911,ACC_70376,2919.05,2026-02-13 00:10:00
TX_0000029,ACC_47607,ACC_82449,4102.02,2026-02-09 19:30:00
TX_0000887,ACC_71649,ACC_62778,4700.48,2026-02-04 23:47:00
TX_0001178,ACC_98979,ACC_11376,2721.4,2026-02-04 10:14:00
TX_0004809,ACC_35850,ACC_35821,2365.26,2026-02-20 12:17:00
TX_0008743,ACC_52975,ACC_21366,266.87,2026-02-09 21:47:00
TX_0000804,ACC_24706,ACC_84415,3835.37,2026-02-15 11:22:00
TX_0008755,ACC_64434,ACC_21366,165.91,2026-02-06 23:17:00
TX_0008137,ACC_42602,ACC_38648,19.76,2026-02-02 10:57:00
TX_0009403,ACC_98188,ACC_61804,9480.57,2026-02-08 18:07:00
TX_0007164,ACC_82909,ACC_51147,6205.01,2026-02-15 00:38:00
TX_0000810,ACC_86618,ACC_38468,2237.49,2026-02-03 11:18:00
TX_0006435,ACC_49448,ACC_92558,1844.03,2026-02-16 14:58:00
TX_0005489,ACC_74519,ACC_30770,1074.68,2026-02-11 02:56:00
TX_0004215,ACC_57465,ACC_90245,4795.99,2026-02-20 00:52:00
TX_0001309,ACC_95994,ACC_16557,2466.89,2026-02-13 16:01:00
TX_0004339,ACC_84260,ACC_37530,4063.57,2026-02-05 13:08:00
TX_0008015,ACC_94069,ACC_79680,135.78,2026-02-12 07:22:00
TX_0005559,ACC_97596,ACC_85379,3230.79,2026-02-10 20:16:00
TX_0000646,ACC_65552,ACC_13010,3934.6,2026-02-21 19:09:00
TX_0006274,ACC_15228,ACC_94064,2698.52,2026-02-15 20:39:00
TX_0000315,ACC_23693,ACC_29930,3720.97,2026-02-19 09:32:00
TX_0002892,ACC_30171,ACC_43539,4627.52,2026-02-20 06:58:00
TX_0004225,ACC_30285,ACC_73149,972.89,2026-02-06 07:55:00
TX_0002079,ACC_88941,ACC_77647,3957.16,2026-02-16 15:13:00
TX_0003465,ACC_48004,ACC_73760,4056.3,2026-02-14 11:06:00
TX_0002765,ACC_29910,ACC_39794,4175.45,2026-02-11 22:40:00
TX_0004716,ACC_12252,ACC_20622,4747.16,2026-02-09 21:35:00
TX_0004645,ACC_62778,ACC_51211,3425.41,2026-02-02 23:25:00
TX_0006468,ACC_52205,ACC_40254,3010.22,2026-02-13 18:34:00
TX_0005118,ACC_74262,ACC_89577,68.48,2026-02-11 22:03:00
TX_0005798,ACC_29912,ACC_50742,3482.86,2026-02-15 02:31:00
TX_0006986,ACC_11256,ACC_55521,2032.1,2026-02-01 10:49:00
TX_0000993,ACC_69669,ACC_42744,4452.25,2026-02-05 19:32:00
TX_0009604,ACC_38725,ACC_17817,8180.88,2026-02-10 18:41:00
TX_0000659,ACC_10347,ACC_91222,1838.13,2026-02-08 22:27:00
TX_0002696,ACC_48696,ACC_38047,2933.1,2026-02-01 00:21:00
TX_0000125,ACC_86061,ACC_23445,2474.46,2026-02-08 17:46:00
TX_0003732,ACC_42237,ACC_86340,1351.67,2026-02-14 11:30:00
TX_0009521,ACC_86510,ACC_83334,8354.78,2026-02-10 00:01:00
TX_0003040,ACC_80273,ACC_51997,4007.74,2026-02-06 21:05:00
TX_0003942,ACC_94237,ACC_68787,1406.56,2026-02-06 03:27:00
TX_0006575,ACC_50457,ACC_26570,1831.73,2026-02-07 01:27:00
TX_0004186,ACC_16578,ACC_26946,695.42,2026-02-14 10:43:00
TX_0006240,ACC_53404,ACC_18086,116.33,2026-02-17 17:54:00
TX_0002645,ACC_79060,ACC_55772,372.58,2026-02-01 13:02:00
TX_0005688,ACC_79010,ACC_53004,1032.66,2026-02-19 22:55:00
TX_0001648,ACC_34639,ACC_11866,1828.19,2026-02-12 19:21:00
TX_0003112,ACC_37764,ACC_71710,1172.53,2026-02-13 07:23:00
TX_0005773,ACC_43563,ACC_94111,2413.18,2026-02-14 10:03:00
TX_0005583,ACC_51199,ACC_70513,2794.41,2026-02-09 05:23:00
TX_0007068,ACC_12424,ACC_32247,6679.12,2026-02-01 01:14:00
TX_0004502,ACC_12520,ACC_34577,1391.51,2026-02-13 17:36:00
TX_0000141,ACC_32247,ACC_39900,4373.74,2026-02-17 02:05:00
TX_0004197,ACC_19765,ACC_78347,3308.6,2026-02-09 15:17:00
TX_0008934,ACC_46594,ACC_94421,238.67,2026-02-02 05:38:00
TX_0007687,ACC_42289,ACC_71770,279.37,2026-02-18 10:48:00
TX_0007651,ACC_51019,ACC_19051,7078.31,2026-02-01 00:09:00
TX_0003393,ACC_54608,ACC_17345,3283.63,2026-02-06 19:48:00
TX_0003004,ACC_21314,ACC_74429,1366.68,2026-02-18 01:36:00
TX_0008918,ACC_11118,ACC_94677,31.69,2026-02-12 16:11:00
TX_0000398,ACC_68261,ACC_58016,907.12,2026-02-08 12:33:00
TX_0004740,ACC_56508,ACC_69543,4574.91,2026-02-17 05:37:00
TX_0008310,ACC_40626,ACC_85445,67.63,2026-02-01 09:37:00
TX_0009120,ACC_73308,ACC_35140,52.47,2026-02-02 14:27:00
TX_0009084,ACC_59320,ACC_71781,284.97,2026-02-13 08:46:00
TX_0008995,ACC_21575,ACC_41966,191.64,2026-02-06 15:32:00
TX_0000312,ACC_99881,ACC_59333,1065.24,2026-02-15 21:57:00
TX_0008582,ACC_70426,ACC_39346,82.3,2026-02-03 19:22:00
TX_0007543,ACC_90600,ACC_69187,5696.78,2026-02-01 00:51:00
TX_0007686,ACC_32024,ACC_71770,241.33,2026-02-13 08:06:00
TX_0006372,ACC_29766,ACC_19525,640.85,2026-02-14 18:01:00
TX_0006388,ACC_30032,ACC_45203,4387.08,2026-02-04 01:07:00
TX_0008788,ACC_70166,ACC_32321,184.93,2026-02-06 23:53:00
TX_0001835,ACC_74066,ACC_46594,3682.02,2026-02-11 02:40:00
TX_0004220,ACC_36817,ACC_74262,347.29,2026-02-08 12:24:00
TX_0005936,ACC_77097,ACC_92716,59.86,2026-02-19 15:32:00
TX_0002705,ACC_28018,ACC_53072,656.92,2026-02-07 01:43:00
TX_0004992,ACC_44561,ACC_95206,530.79,2026-02-06 14:59:00
TX_0004415,ACC_49635,ACC_77053,3760.34,2026-02-14 05:24:00
TX_0009146,ACC_22024,ACC_56401,149.89,2026-02-16 18:04:00
TX_0007472,ACC_30247,ACC_25028,7230.98,2026-02-01 00:10:00
TX_0007701,ACC_94152,ACC_71770,253.75,2026-02-15 11:44:00
TX_0003650,ACC_81275,ACC_30563,4558.89,2026-02-21 08:09:00
TX_0003716,ACC_34860,ACC_99347,3677.26,2026-02-10 19:27:00
TX_0004670,ACC_53389,ACC_90648,862.95,2026-02-16 16:09:00
TX_0004679,ACC_61136,ACC_35117,2785.93,2026-02-05 20:34:00
TX_0009134,ACC_32226,ACC_35140,125.66,2026-02-07 16:41:00
TX_0009853,ACC_96539,ACC_58369,1844.07,2026-02-07 06:05:00
TX_0000280,ACC_38561,ACC_94191,2270.81,2026-02-10 14:41:00
TX_0007413,ACC_38179,ACC_55374,7535.58,2026-02-15 01:36:00
TX_0009442,ACC_94132,ACC_81555,8236.53,2026-02-15 10:41:00
TX_0005937,ACC_92540,ACC_27249,229.43,2026-02-03 22:37:00
TX_0002775,ACC_79032,ACC_16747,1544.73,2026-02-01 14:52:00
TX_0003836,ACC_11639,ACC_63699,3574.31,2026-02-21 05:08:00
TX_0003941,ACC_26554,ACC_32110,1068.85,2026-02-16 23:46:00
TX_0001312,ACC_19217,ACC_36367,1478.33,2026-02-01 22:08:00
TX_0004523,ACC_53558,ACC_35103,4568.74,2026-02-19 01:01:00
TX_0000172,ACC_57957,ACC_19018,2786.25,2026-02-04 16:25:00
TX_0009571,ACC_42229,ACC_21017,9225.62,2026-02-18 06:22:00
TX_0008467,ACC_84486,ACC_83420,138.46,2026-02-10 17:02:00
TX_0000499,ACC_82058,ACC_68546,2354.6,2026-02-06 00:45:00
TX_0009636,ACC_92398,ACC_46347,8563.66,2026-02-02 06:58:00
TX_0006881,ACC_24616,ACC_48704,1248.81,2026-02-19 17:03:00
TX_0005557,ACC_22543,ACC_53218,4175.99,2026-02-13 00:17:00
TX_0000415,ACC_11062,ACC_58577,1106.62,2026-02-14 23:21:00
TX_0007716,ACC_88407,ACC_71770,151.6,2026-02-08 20:14:00
TX_0004627,ACC_63007,ACC_70694,4047.27,2026-02-17 12:01:00
TX_0005486,ACC_24726,ACC_45863,1259.12,2026-02-10 14:55:00
TX_0008088,ACC_84172,ACC_72421,89.64,2026-02-11 10:21:00
TX_0001922,ACC_51303,ACC_14224,4507.39,2026-02-01 15:18:00
TX_0008064,ACC_50020,ACC_17958,138.94,2026-02-05 10:56:00
TX_0006188,ACC_44594,ACC_35310,4084.62,2026-02-02 01:04:00
TX_0001020,ACC_74764,ACC_88652,1870.25,2026-02-07 14:50:00
TX_0002656,ACC_13924,ACC_63129,2044.53,2026-02-04 16:43:00
TX_0008946,ACC_34631,ACC_94421,102.53,2026-02-16 15:10:00
TX_0003502,ACC_67969,ACC_12760,56.78,2026-02-08 12:45:00
TX_0000208,ACC_74048,ACC_80991,1463.51,2026-02-04 00:26:00
TX_0006542,ACC_72703,ACC_57080,1880.45,2026-02-02 06:02:00
TX_0008078,ACC_14674,ACC_17958,234.46,2026-02-21 04:37:00
TX_0002117,ACC_85195,ACC_82262,917.65,2026-02-08 04:34:00
TX_0004961,ACC_39546,ACC_74002,763.29,2026-02-13 08:47:00
TX_0000954,ACC_38595,ACC_21807,2660.19,2026-02-06 03:28:00
TX_0002599,ACC_12853,ACC_88358,4778.91,2026-02-12 01:32:00
TX_0004548,ACC_25740,ACC_35050,4746.35,2026-02-02 02:29:00
TX_0003322,ACC_80207,ACC_13189,3038.52,2026-02-01 06:37:00
TX_0009794,ACC_17103,ACC_11757,2183.87,2026-02-04 14:43:00
TX_0004080,ACC_99681,ACC_70767,1939.84,2026-02-14 15:29:00
TX_0001739,ACC_32118,ACC_11349,279.78,2026-02-15 05:17:00
TX_0004931,ACC_17982,ACC_71227,3834.49,2026-02-12 13:35:00
TX_0008626,ACC_98218,ACC_83206,130.36,2026-02-01 06:14:00
TX_0003692,ACC_19409,ACC_38161,1459.47,2026-02-03 17:41:00
TX_0004392,ACC_62968,ACC_18816,4829.08,2026-02-18 00:43:00
TX_0001093,ACC_56033,ACC_78600,4622.6,2026-02-14 10:46:00
TX_0006878,ACC_51616,ACC_94135,2348.12,2026-02-20 11:31:00
TX_0004715,ACC_62362,ACC_94709,2285.33,2026-02-01 00:59:00
TX_0003935,ACC_31513,ACC_15274,2934.41,2026-02-09 03:08:00
TX_0002595,ACC_69169,ACC_26778,2932.31,2026-02-05 22:41:00
TX_0000369,ACC_75301,ACC_86505,455.75,2026-02-15 09:22:00
